abv,ibu,id,name,style,,brewery_id,ounces
0.049,,1779,Lost Trout Brown Ale,American Brown Ale,,1,12
0.037,10,2345,Gansett Light,Light Lager,,1,16
0.052,30,2224,Bohemian Pils,American Pilsner,,1,16
0.053,30,1775,Autocrat Coffee Milk Stout,Milk / Sweet Stout,,1,16
0.086,35,1291,Narragansett Bohemian Pilsner,German Pilsener,,1,16
0.042,24,1093,Narragansett Summer Ale,American Pale Wheat Ale,,1,12
0.05,22,580,Narragansett Cream Ale,Cream Ale,,1,16
0.042,24,403,Narragansett Summer Ale,American Pale Wheat Ale,,1,16
0.07,22,316,Narragansett Porter,American Porter,,1,16
0.065,32,315,Narragansett Bock,Bock,,1,16
0.055,15,314,Narragansett Fest Lager,Märzen / Oktoberfest,,1,16
0.063,43,2339,Little Red Cap,Altbier,,1,12
0.048,,2338,Shark Tracker Light lager,Light Lager,,1,12
0.06,,1365,Pumple Drumkin,Pumpkin Ale,,1,12
0.045,,1094,Grey Lady,Witbier,,1,12
0.062,,657,Summer of Lager,Munich Helles Lager,,1,12
0.065,,656,Indie Pale Ale,American IPA,,1,12
0.038,,359,Sankaty Light Lager,Light Lager,,1,12
0.056,,56,Whale's Tale Pale Ale,English Pale Ale,,1,12
0.06,,2337,Charlie's Rye IPA,American IPA,,1,16
0.05,,2336,New Cleveland Palesner,American Pilsner,,1,12
0.092,72,2335,Perpetual Darkness,Belgian Strong Dark Ale,,1,12
0.087,29,2334,Clan Warrior,Scotch Ale / Wee Heavy,,1,12
0.054,36,2333,Psycho Penguin Vanilla Porter,American Porter,,1,12
0.047,,1721,Heliocentric Hefeweizen,Hefeweizen,,1,12
0.051,,1720,Ghose Drifter Pale Ale,American Pale Ale (APA),,1,12
0.051,,1431,Ghost Rider Pale Ale (2013),American Pale Ale (APA),,1,12
0.047,,1430,Helios Hefeweizen (2013),Hefeweizen,,1,12
0.06,,2332,Deadeye Jack,American Porter,,1,12
0.075,,2330,Pistols at Dawn,American Stout,,1,16
0.057,47,2329,Peacemaker Pale Ale,American Pale Ale (APA),,1,12
0.058,11,2327,Shotgun Betty,Hefeweizen,,1,12
0.061,30,2326,Sweet Josie,American Brown Ale,,1,12
0.067,70,2331,Watershed IPA,American IPA,,1,12
0.054,24,1669,Oakshire Amber Ale,American Amber / Red Ale,,1,12
0.058,27,1668,Overcast Espresso Stout,American Stout,,1,12
0.067,70,999,Watershed IPA (2013),American IPA,,1,12
,,2322,Fort Pitt Ale,American Amber / Red Ale,,1,12
0.055,,2321,Turnrow Harvest Ale,American Blonde Ale,,1,12
0.07,60,1755,Juke Joint IPA,American IPA,,1,12
0.07,35,1754,Parade Ground Coffee Porter,American Porter,,1,12
0.05,21,1428,Tin Roof Watermelon Wheat,Fruit / Vegetable Beer,,1,12
0.045,18,529,Tin Roof Blonde Ale,American Blonde Ale,,1,12
0.055,37,495,Voodoo Bengal Pale Ale,American Pale Ale (APA),,1,12
0.045,28,494,Perfect Tin Amber,American Amber / Red Ale,,1,12
0.04,18,2319,Knotty Blonde Ale,American Blonde Ale,,1,12
0.062,40,2317,Fivepine Chocolate Porter,American Porter,,1,12
0.062,82,2316,Hoodoo Voodoo IPA,American IPA,,1,12
0.06,,2318,Ginja Ninja,Cider,,1,12
0.06,,2170,Cherried Away,Cider,,1,12
0.06,,2169,Rhubarbarian,Cider,,1,12
0.06,,1502,BrightCider,Cider,,1,12
0.068,100,2315,Hopportunity Knocks IPA,American IPA,,1,12
0.06,,1808,Pilot Rock Porter,American Porter,,1,12
0.056,55,1419,Caldera Pale Ale,American Pale Ale (APA),,1,12
0.039,16,878,Lawnmower Lager,American Adjunct Lager,,1,12
0.054,24,794,Ashland Amber Ale (2009),American Amber / Red Ale,,1,12
0.061,94,793,Caldera IPA (2009),American IPA,,1,12
0.061,94,792,Caldera IPA (2007),American IPA,,1,12
0.056,55,791,Caldera Pale Ale (2010),American Pale Ale (APA),,1,12
0.056,55,790,Caldera Pale Ale (2009),American Pale Ale (APA),,1,12
0.056,55,789,Caldera Pale Ale (2005),American Pale Ale (APA),,1,12
0.056,55,788,Caldera Pale Ale (2007),American Pale Ale (APA),,1,12
0.056,55,38,Caldera Pale Ale (2011),American Pale Ale (APA),,1,12
0.054,24,37,Ashland Amber Ale,American Amber / Red Ale,,1,12
0.061,94,36,Caldera IPA,American IPA,,1,12
0.057,44,2314,Wild Trail Pale Ale,American Pale Ale (APA),,1,12
0.067,71,2313,Mothman Black IPA,American Black Ale,,1,12
0.061,60,2312,Camelback,American IPA,,1,12
0.054,,2311,Knotty Pine,American Pale Ale (APA),,1,12
0.053,20,1153,Lumberyard Pilsner,American Pilsner,,1,12
0.061,,355,Lumberyard IPA,American IPA,,1,12
0.058,,125,Lumberyard Red Ale,American Amber / Red Ale,,1,12
0.05,10,2310,PUNK'N,Pumpkin Ale,,1,12
0.04,22,2100,Yard Sale Winter Lager,American Amber / Red Lager,,1,12
0.04,42,1925,Trader Session IPA,American IPA,,1,12
0.073,83,1723,Hop Nosh IPA,American IPA,,1,12
0.04,17,1212,SUM'R,American Blonde Ale,,1,12
0.04,32,1097,Organic Baba Black Lager,Schwarzbier,,1,12
0.073,82,1089,Hop Notch IPA (2013),American IPA,,1,12
0.04,34,1088,Cutthroat Pale Ale,American Pale Ale (APA),,1,12
0.04,29,974,WYLD Extra Pale Ale,American Pale Ale (APA),,1,12
0.052,17,2309,Sunbru Kölsch,Kölsch,,1,12
0.06,21,1635,Kilt Lifter Scottish-Style Ale,,,1,12
0.051,,1616,Pumpkin Porter,American Porter,,1,12
0.042,9,1585,Four Peaks Peach Ale,Fruit / Vegetable Beer,,1,12
0.067,47,358,Hop Knot IPA,American IPA,,1,12
0.06,21,179,Kilt Lifter Scottish-Style Ale (2009),Scottish Ale,,1,12
0.052,,178,Sunbru Kölsch,Kölsch,,1,12
0.05,20,2308,River House,Saison / Farmhouse Ale,,1,16
0.065,47,2268,Pretzel Stout,American Stout,,1,16
0.05,35,2197,Rubberneck Red,American Amber / Red Ale,,1,16
0.08,,2120,The Imperial Texan,American Double / Imperial IPA,,1,16
0.08,,1234,The Imperial Texan,American Double / Imperial IPA,,1,12
0.05,,1233,Day Break 4-Grain Breakfast Beer,Rye Beer,,1,16
0.05,,1232,River House Saison,Saison / Farmhouse Ale,,1,12
0.065,,1231,There Will Be Stout,American Stout,,1,12
0.038,,2307,Smooth Operator,Cream Ale,,1,16
0.06,70,2305,Homefront IPA,American IPA,,1,12
0.071,36,2304,Sundown,Saison / Farmhouse Ale,,1,12
0.099,,2249,Sanctified,Belgian Strong Pale Ale,,1,12
0.051,,2053,Fear of a Brett Planet,American Pale Ale (APA),,1,12
0.056,40,1842,Original Slacker Ale,English Brown Ale,,1,12
0.072,,1841,Alpha Blackback,American Black Ale,,1,12
0.063,,1782,Kiss Off IPA,American IPA,,1,12
0.045,28,1552,Dog Days Summer Ale,Kölsch,,1,12
0.053,22,2303,Beer Agent Re-Ignition,American Blonde Ale,,1,16
0.057,18,1990,Cherry Ale,Fruit / Vegetable Beer,,1,16
0.056,33,1702,Bourbon Barrel Aged Coconut Porter,American Porter,,1,16
0.062,60,1701,Great Crescent IPA,American IPA,,1,16
0.057,27,1700,Aurora Lager,Dortmunder / Export Lager,,1,16
0.053,22,1699,Great Crescent Blonde Ale,American Blonde Ale,,1,16
0.056,33,1269,Great Crescent Coconut Porter,American Porter,,1,16
0.057,25,930,Great Crescent Oktoberfest Lager,Märzen / Oktoberfest,,1,16
0.045,36,649,Great Crescent Brown Ale,American Brown Ale,,1,16
0.057,18,639,Cherry Ale (1),Fruit / Vegetable Beer,,1,16
0.057,27,626,Aurora Lager (2011),Dortmunder / Export Lager,,1,16
0.06,25,615,Frosted Fields Winter Wheat,American Dark Wheat Ale,,1,16
0.051,13,478,Great Crescent Belgian Style Wit,Witbier,,1,16
0.075,65,455,Bourbon's Barrel Stout,American Stout,,1,16
0.08,66,442,Great Crescent Stout,English Stout,,1,16
0.056,33,441,Great Crescent Coconut Porter (2012),American Porter,,1,16
0.057,23,440,Great Crescent Dark Lager,Euro Dark Lager,,1,16
0.042,26,439,Great Crescent Mild Ale,English Dark Mild Ale,,1,16
0.062,60,436,Great Crescent IPA (2011),American IPA,,1,16
0.053,22,389,Great Crescent Blonde Ale (2011),American Blonde Ale,,1,16
0.049,35,2302,Pinner Throwback IPA,American IPA,,1,12
0.052,,1883,Centennial State Pale Ale,American Pale Ale (APA),,1,19.2
0.08,,1859,Old Chub NITRO,Scotch Ale / Wee Heavy,,1,16
,,1796,The CROWLER™,,,1,32
,,1790,CAN'D AID Foundation,,,1,12
,,1752,Icey.P.A.,American IPA,,1,16
0.05,,1751,One Nut Brown,English Brown Ale,,1,12
,,1750,Birth IPA,American IPA,,1,12
0.065,65,1444,Dale's Pale Ale,American Pale Ale (APA),,1,12
0.065,65,1252,Dale's Pale Ale,American Pale Ale (APA),,1,12
0.053,35,1167,Mama's Little Yella Pils,Czech Pilsener,,1,19.2
0.085,,993,oSKAr the G'Rauch,American IPA,,1,19.2
0.085,,992,oSKAr the G'Rauch,American IPA,,1,16
0.065,65,955,Dale's Pale Ale,American Pale Ale (APA),,1,19.2
0.07,,933,The Deuce,American Brown Ale,,1,16
0.065,65,892,Dale's Pale Ale (10 Year Anniversary),American Pale Ale (APA),,1,12
0.065,65,828,Dale's Pale Ale (2012),American Pale Ale (APA),,1,12
0.087,85,806,Gordon Imperial Red (2010),American Double / Imperial IPA,,1,12
0.065,65,755,Dale's Pale Ale (2011),American Pale Ale (APA),,1,12
0.065,65,754,Dale's Pale Ale (2010),American Pale Ale (APA),,1,12
0.087,85,726,G'KNIGHT (16 oz.),American Double / Imperial IPA,,1,16
0.09,,720,15th Anniversary Abbey Ale (2012),Belgian Dark Ale,,1,16
0.08,,661,Chaka,Belgian Strong Pale Ale,,1,16
0.08,70,585,HGH (Home Grown Hops): Part Duh,American Strong Ale,,1,12
0.08,,565,Deviant Dale's IPA,American Double / Imperial IPA,,1,16
0.09,60,391,One Hit Wonder,American Double / Imperial IPA,,1,12
0.087,85,388,G'KNIGHT (12 oz.),American Double / Imperial IPA,,1,12
0.099,98,8,Ten Fidy Imperial Stout,Russian Imperial Stout,,1,12
0.053,35,7,Mama's Little Yella Pils,Czech Pilsener,,1,12
0.099,100,6,GUBNA Imperial IPA,American Double / Imperial IPA,,1,12
0.08,35,5,Old Chub,Scottish Ale,,1,12
0.087,85,4,Gordon Ale (2009),American Double / Imperial IPA,,1,12
0.065,65,1,Dale's Pale Ale,American Pale Ale (APA),,1,12
0.065,,2300,1492,American Pale Ale (APA),,1,12
0.058,,2299,Mango Ginger,American IPA,,1,12
0.047,,2298,Passenger,English Dark Mild Ale,,1,12
0.063,21,2295,The Golden One,American Pilsner,,1,12
0.07,68,2294,The Power of Zeus,American Pale Ale (APA),,1,12
0.049,25,2293,Aviator Raspberry Blonde,American Blonde Ale,,1,12
0.055,,1105,3 Picket Porter,American Porter,,1,12
0.056,,1104,Rusty Nail Pale Ale,American Pale Ale (APA),,1,12
0.043,60,2292,Little Sister India Style Session Ale,American IPA,,1,12
0.062,80,1504,Country Boy IPA,American IPA,,1,12
0.042,,2291,Blood Orange Gose,Gose,,1,12
0.042,,1818,Keebarlin' Pale Ale,American Pale Ale (APA),,1,12
0.048,,1738,"the Kimmie, the Yink and the Holy Gose",Gose,,1,12
0.06,,1563,Fall Hornin',Pumpkin Ale,,1,12
0.057,13,1520,Barney Flats Oatmeal Stout,Oatmeal Stout,,1,12
0.056,4,1350,Summer Solstice,Cream Ale,,1,12
0.07,80,1327,Hop Ottin' IPA,American IPA,,1,12
0.058,15,1326,Boont Amber Ale,American Amber / Red Ale,,1,12
0.057,13,1221,Barney Flats Oatmeal Stout,Oatmeal Stout,,1,12
0.055,25,1217,El Steinber Dark Lager,Vienna Lager,,1,16
0.058,15,811,Boont Amber Ale (2010),American Amber / Red Ale,,1,12
0.056,4,753,Summer Solstice Cerveza Crema (2009),Cream Ale,,1,12
0.057,13,572,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,,1,12
0.069,6,523,Winter Solstice,Winter Warmer,,1,12
0.07,80,367,Hop Ottin' IPA (2011),American IPA,,1,12
0.058,15,78,Boont Amber Ale (2011),American Amber / Red Ale,,1,12
0.056,4,77,Summer Solstice (2011),Cream Ale,,1,12
0.055,28,76,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),,1,12
0.081,,2289,Mastermind,American Double / Imperial IPA,,1,12
0.082,,2027,Hyzer Flip,American Double / Imperial IPA,,1,16
0.082,80,1929,Second Fiddle,American Double / Imperial IPA,,1,16
0.055,30,1858,Hodad Porter,American Porter,,1,16
0.04,,2283,Nomader Weiss,Berliner Weissbier,,1,12
0.085,,2248,Molotov Lite,American Double / Imperial IPA,,1,16
0.055,,1287,Hipster Ale (Two Roads Brewing),American Pale Ale (APA),,1,12
0.027,,1286,Bikini Beer,American IPA,,1,12
0.055,,640,Hipster Ale (Westbrook Brewing),American Pale Ale (APA),,1,12
0.05,,2272,Rebirth Pale Ale,American Pale Ale (APA),,1,12
0.068,,1582,Irish Channel Stout,American Stout,,1,16
0.088,,1114,MechaHopzilla,American Double / Imperial IPA,,1,16
0.065,,486,Hopitoulas IPA,American IPA,,1,16
0.039,,485,NOLA Brown Ale,English Dark Mild Ale,,1,12
0.049,,484,NOLA Blonde Ale,American Blonde Ale,,1,12
0.058,,2271,Ball & Chain (2014),American Pale Ale (APA),,1,16
0.096,,2206,Bitter Biker Double IPA,American Double / Imperial IPA,,1,16
0.082,,2136,God Damn Pigeon Porter,American Porter,,1,16
0.079,,2135,Working for the Weekend,American Double / Imperial IPA,,1,16
0.06,,2134,Angry Adam,American Amber / Red Ale,,1,16
0.055,,2109,Freedom Fries,American Stout,,1,16
0.096,,1821,Bitter Biker Double IPA,American Double / Imperial IPA,,1,12
0.073,,1820,Ghost Bike Pale Ale,American Pale Ale (APA),,1,16
0.062,,1819,Spiteful IPA,American IPA,,1,12
0.06,,1634,Alley Time,American Pale Ale (APA),,1,12
0.058,,1633,Fat Badger,Irish Red Ale,,1,12
0.055,,1632,In the Weeds,American Pale Wheat Ale,,1,12
0.046,,2269,Rahr's Blonde,Munich Helles Lager,,1,12
0.058,60,2229,Pride of Texas Pale Ale,American Pale Ale (APA),,1,12
0.066,,2265,Devil's Cup,American Pale Ale (APA),,1,12
0.071,,2264,Rise of the Phoenix,American IPA,,1,12
0.09,,2263,Sinister,American Double / Imperial IPA,,1,12
0.075,,2262,Sex and Candy,American IPA,,1,12
0.077,,2261,Black Exodus,Oatmeal Stout,,1,12
0.045,,2260,Lake Street Express,American Pale Ale (APA),,1,12
0.065,,2259,Foreman,American Porter,,1,12
0.055,,2258,Jade,American Pale Ale (APA),,1,12
0.086,,2131,Cone Crusher,American Double / Imperial IPA,,1,12
0.072,,2099,Sophomoric Saison,Saison / Farmhouse Ale,,1,12
0.073,,2098,Regional Ring Of Fire,Saison / Farmhouse Ale,,1,12
0.069,,2097,Garce Selé,Saison / Farmhouse Ale,,1,12
0.085,,1980,Troll Destroyer,Belgian IPA,,1,12
0.061,60,1979,Bitter Bitch,American Pale Ale (APA),,1,12
0.05,,2257,Remain in Light,American Pilsner,,1,12
0.065,,2256,Flower Child (2014),American IPA,,1,12
0.059,22,2255,Santa's Secret,Winter Warmer,,1,16
0.057,,530,Flagship IPA,English India Pale Ale (IPA),,1,12
0.051,,427,Sky Blue Golden Ale,Kölsch,,1,12
0.07,73,2254,Salamander Slam,American IPA,,1,16
0.068,21,2253,Blonde Hunny,Belgian Pale Ale,,1,12
0.057,20,1318,Wild Wolf Wee Heavy Scottish Style Ale,Scotch Ale / Wee Heavy,,1,12
0.045,25,1195,Wild Wolf American Pilsner,American Pilsner,,1,12
0.051,45,1194,Alpha Ale,American Pale Ale (APA),,1,12
0.052,,2252,Gran Sport,American Porter,,1,16
0.053,25,2214,Horny Toad Cerveza,American Blonde Ale,,1,16
0.063,35,2213,Native Amber,American Amber / Red Ale,,1,16
0.068,100,1442,F5 IPA,American IPA,,1,16
0.063,35,170,Native Amber (2013),American Amber / Red Ale,,1,16
0.053,25,169,Horny Toad Cerveza (2013),American Blonde Ale,,1,16
0.077,40,2250,Seventh Son of a Seventh Son,American Strong Ale,,1,16
0.053,20,1768,Stone Fort Brown Ale,English Brown Ale,,1,16
0.077,40,1767,Seventh Son Hopped Red Ale,American Amber / Red Ale,,1,16
0.06,53,1766,Humulus Nimbus Super Pale Ale,American Pale Ale (APA),,1,16
0.07,68,1765,Golden Ratio IPA,American IPA,,1,16
0.082,25,2247,Lake Monster,Baltic Porter,,1,16
0.049,27,2071,London Homesick Ale,English Bitter,,1,12
0.048,35,2070,Luchesa Lager,Keller Bier / Zwickel Bier,,1,12
0.048,35,2069,Slow Ride,American Pale Ale (APA),,1,12
0.068,,2245,Nunica Pine,Cider,,1,16
0.069,,2244,Ginger Peach,Cider,,1,16
0.068,,1378,Totally Roasted,Cider,,1,16
0.068,,1377,Blue Gold,Cider,,1,16
0.068,,1376,Hard Apple,Cider,,1,16
0.052,,2242,Gunga Din,Cider,,1,16
0.04,12,2238,Lobo Lito,Light Lager,,1,12
0.05,17,2144,Robert Earl Keen Honey Pils,American Pilsner,,1,12
0.052,21,2237,Towhead,American Blonde Ale,,1,12
0.07,70,2208,Lil' Helper,American IPA,,1,12
0.042,,2236,Monkadelic,American Pale Ale (APA),,1,12
0.041,41,2235,Day Hike Session,American IPA,,1,12
0.048,48,1661,Trailhead ISA,American IPA,,1,12
0.052,27,1660,Immersion Amber,American Amber / Red Ale,,1,12
0.062,70,1659,Evo IPA,American IPA,,1,12
0.048,,1438,Presidential Pils,Czech Pilsener,,1,12
0.062,70,1173,Evolutionary IPA (2012),American IPA,,1,12
0.057,36,560,Persnickety Pale,American Pale Ale (APA),,1,12
0.054,20,519,SoDo Brown Ale,American Brown Ale,,1,12
0.052,27,518,Immersion Amber Ale (2011),American Amber / Red Ale,,1,12
0.062,70,505,Evolutionary IPA (2011),American IPA,,1,12
0.048,48,482,Trailhead India Style Session Ale (2011),American IPA,,1,12
0.046,,451,Panorama Wheat Ale,American Pale Wheat Ale,,1,12
0.05,,2234,Monarch Pilsner,American Pilsner,,1,12
0.06,55,1606,Snow King Pale Ale,American Pale Ale (APA),,1,12
0.054,36,617,Zonker Stout,Foreign / Export Stout,,1,12
0.05,22,407,OB-1 Organic Ale,English Brown Ale,,1,12
0.05,18,406,Snake River Lager,Vienna Lager,,1,12
0.052,32,402,Snake River Pale Ale,American Pale Ale (APA),,1,12
0.068,60,393,Pako’s EyePA,American IPA,,1,12
0.065,80,2227,Dark Voyage Black IPA (2013),American Black Ale,,1,12
0.052,28,2226,Wisconsin Amber,Vienna Lager,,1,12
0.046,18,2225,Lake House,Munich Helles Lager,,1,12
0.056,55,1954,Ghost Ship White IPA,American IPA,,1,12
0.046,18,1910,Lake House,Munich Helles Lager,,1,16
0.062,70,1177,Mutiny IPA,American IPA,,1,12
0.052,,840,Wisconsin Amber (1998),Vienna Lager,,1,12
0.042,,180,Island Wheat,American Pale Wheat Ale,,1,12
0.052,,63,Wisconsin Amber (2013),Vienna Lager,,1,12
0.05,,62,U.S. Pale Ale,American Pale Ale (APA),,1,12
,,61,Supper Club Lager,American Pale Lager,,1,12
0.068,,2207,Golden One,Belgian Pale Ale,,1,12
0.06,,2040,Arjuna,Witbier,,1,12
0.085,,2039,Uroboros,American Stout,,1,12
0.055,40,2205,Mountain Rescue Pale Ale,American Pale Ale (APA),,1,12
0.05,,2204,Post Time Kölsch,Kölsch,,1,16
0.059,55,2198,Goose Island India Pale Ale,American IPA,,1,12
0.05,14,2196,Couch Select Lager,American Pale Lager,,1,12
0.049,20,2195,Double D Blonde,American Blonde Ale,,1,12
0.078,60,1605,Festeroo Winter Ale,American Strong Ale,,1,12
0.063,70,1543,Proxima IPA,American IPA,,1,12
0.049,20,1390,Double D Blonde (2013),American Blonde Ale,,1,12
0.048,13,1354,541 American Lager,American Pale Lager,,1,12
0.065,90,1353,Alphadelic IPA,American IPA,,1,12
0.065,90,499,Alphadelic IPA (2011),American IPA,,1,12
0.049,20,498,Double D Blonde (2011),American Blonde Ale,,1,12
0.069,69,2194,Worthy IPA,American IPA,,1,12
0.045,25,1514,Easy Day Kolsch,Kölsch,,1,12
0.077,30,1513,Lights Out Vanilla Cream Extra Stout,American Double / Imperial IPA,,1,12
0.069,69,1512,Worthy IPA (2013),American IPA,,1,12
0.06,50,1511,Worthy Pale,American Pale Ale (APA),,1,12
0.047,,2192,Occidental Hefeweizen,American Pale Wheat Ale,,1,16
0.051,,1130,Occidental Dunkel,Dunkelweizen,,1,16
0.05,,1129,Occidental Altbier,Altbier,,1,16
0.045,,1081,Occidental Kölsch,Kölsch,,1,16
0.075,53,2191,Loki Red Ale,American Amber / Red Ale,,1,16
0.046,,1731,Peaches & Cream,Fruit / Vegetable Beer,,1,16
0.051,,1022,Quaff India Style Session Ale,American IPA,,1,16
0.075,53,895,Loki Red Ale (2013),American Amber / Red Ale,,1,16
0.069,,682,Mjolnir Imperial IPA,American Double / Imperial IPA,,1,16
0.05,,112,Fearless Scottish Ale,Scottish Ale,,1,16
0.045,50,2190,Campside Session IPA,American IPA,,1,16
0.045,15,1951,Upland Wheat Ale,Witbier,,1,16
0.06,,1950,Dragonfly IPA,American IPA,,1,16
0.072,75,2186,Tsunami IPA,American IPA,,1,19.2
0.072,75,2185,Tsunami IPA,American IPA,,1,12
0.042,22,2184,Humpback Blonde Ale,American Blonde Ale,,1,12
0.052,27,2178,Hawaiian Crow Porter,American Porter,,1,12
0.052,23,2177,Volcano Red Ale,American Amber / Red Ale,,1,12
0.054,42,2176,Mauna Kea Pale Ale,American Pale Ale (APA),,1,12
0.049,,2183,Kaua'i Golden Ale,American Blonde Ale,,1,12
0.054,,2182,Sunset Amber,American Pale Ale (APA),,1,12
0.064,,2181,Hapa Brown Ale,American Brown Ale,,1,19.2
0.064,,2180,Hapa Brown Ale,American Brown Ale,,1,12
0.083,,2179,Southern Cross,Flanders Red Ale,,1,19.2
0.065,77,2175,Mound Builder IPA,American IPA,,1,12
0.062,62,2168,Amazon Princess IPA,American IPA,,1,12
0.042,,1956,Farmer's Daughter Wheat,American Pale Wheat Ale,,1,12
0.045,,1794,People's Pilsner,German Pilsener,,1,12
0.052,,2172,Quick WIT,Belgian Pale Ale,,1,12
0.062,,2171,The Optimist,American IPA,,1,12
0.045,,1911,Suicide Squeeze IPA,American IPA,,1,16
0.065,,1803,Java the Hop,American IPA,,1,16
0.062,,1566,Next Adventure Black IPA,American Black Ale,,1,16
0.067,,1515,3-Way IPA (2013),American IPA,,1,16
0.058,,1214,Tender Loving Empire NWPA,American Pale Ale (APA),,1,16
0.052,,674,Quick Wit Belgianesque Ale,Witbier,,1,16
0.055,,562,Sunrise Oatmeal Pale Ale,American Pale Ale (APA),,1,16
0.088,,552,Cavatica Stout,American Double / Imperial Stout,,1,16
0.051,,319,1811 Lager,American Amber / Red Lager,,1,16
0.074,97,318,Vortex IPA,American IPA,,1,16
0.052,40,2167,Evil Owl,American Amber / Red Ale,,1,12
0.071,,2163,Sucha Much IPA,American IPA,,1,12
0.075,24,2162,Lewbricator Wheat Dopplebock ,Doppelbock,,1,12
0.075,85,2159,City of the Sun,American IPA,,1,16
0.068,75,2157,Booming Rollers,American IPA,,1,16
0.052,50,2156,Oneida,American Pale Ale (APA),,1,16
0.067,75,2154,Aurora ,American Amber / Red Ale,,1,16
0.055,30,1495,Lomaland,Saison / Farmhouse Ale,,1,16
0.047,46,1494,Fortunate Islands,American Pale Wheat Ale,,1,16
0.058,40,1493,Black House,American Stout,,1,16
0.065,115,1492,Blazing World,American Amber / Red Ale,,1,16
0.048,,2155,Smittytown,Extra Special / Strong Bitter (ESB),,1,12
0.04,,1982,Greenwood Beach,Fruit / Vegetable Beer,,1,12
0.066,,1939,Gatecrasher,English India Pale Ale (IPA),,1,12
0.055,,2149,#001 Golden Amber Lager,American Amber / Red Lager,,1,12
0.071,60,2148,#002 American I.P.A.,American IPA,,1,12
0.052,,2147,#003 Brown & Robust Porter,American Porter,,1,12
0.048,38,2146,#004 Session I.P.A.,American IPA,,1,12
0.065,,2145,Red Water Irish Style Red,American Amber / Red Ale,,1,12
0.066,,1804,Mjöllnir,Herbed / Spiced Beer,,1,12
0.055,,1602,Bear Butte Nut Brown Ale,American Brown Ale,,1,12
0.045,,1301,Easy Livin' Summer Ale,American Blonde Ale,,1,12
0.055,,542,Canyon Cream Ale,Cream Ale,,1,12
0.069,,272,Pile O'Dirt Porter,American Porter,,1,12
0.06,,271,11th Hour IPA,American IPA,,1,12
0.043,21,2129,Monarch Classic American Wheat,American Pale Wheat Ale,,1,12
0.049,21,2127,Sir William's English Brown Ale,English Brown Ale,,1,12
0.055,35,2126,Lakefire Rye Pale Ale,American Pale Ale (APA),,1,12
0.06,40,2125,1836,American Blonde Ale,,1,12
0.06,20,2124,Summer's Wit,Witbier,,1,12
0.09,118,2123,More Cowbell,American Double / Imperial IPA,,1,16
0.055,35,2119,First Stand,Saison / Farmhouse Ale,,1,12
0.063,23,2118,Battle LIne,American Brown Ale,,1,12
0.056,12,2117,Broken Bridge,Dunkelweizen,,1,12
0.071,69,2116,Brutus,English India Pale Ale (IPA),,1,12
0.065,,2113,Lyric Ale,Saison / Farmhouse Ale,,1,12
0.053,,2112,Atalanta,Saison / Farmhouse Ale,,1,12
0.05,18,2111,What the Butler Saw,Witbier,,1,12
0.069,65,2110,1916 Shore Shiver,American IPA,,1,12
0.05,12,2108,Laughing Dog Cream Ale,Cream Ale,,1,12
0.048,9,1397,Two-One Niner,American Pilsner,,1,12
0.064,66,1396,Laughing Dog IPA,American IPA,,1,12
0.06,52,2107,Plum St. Porter,American Porter,,1,12
0.057,52,1573,Plum St. Porter,American Porter,,1,12
0.07,80,1289,Bozone HopZone IPA,American IPA,,1,12
0.06,25,1288,Bozone Hefe Weizen,Hefeweizen,,1,12
0.055,,470,Bozone Select Amber Ale,American Amber / Red Ale,,1,12
0.081,17,2104,Aprè Shred,American Strong Ale,,1,16
0.095,104,1762,Hemlock Double IPA,American Double / Imperial IPA,,1,12
0.041,,1422,West Portal Colorado Common Summer Ale,California Common / Steam Beer,,1,16
0.067,85,1067,Disconnected Red,American Amber / Red Ale,,1,16
0.069,81,2096,Arcus IPA,American IPA,,1,12
0.058,38,2095,Wavemaker,American Amber / Red Ale,,1,12
0.099,100,2094,Epitome,American Black Ale,,1,16
0.039,9,1941,Monkey Chased the Weasel,Berliner Weissbier,,1,16
0.078,80,1940,077XX,American Double / Imperial IPA,,1,16
0.042,35,1439,Boat Beer,American IPA,,1,12
0.063,61,2093,Pleasure Town,American IPA,,1,12
0.063,61,1814,Pleasure Town IPA,American IPA,,1,12
0.048,12,587,Snowshoe White Ale,Witbier,,1,12
0.05,24,586,Kodiak Brown Ale,American Brown Ale,,1,12
0.057,70,434,Sockeye Red IPA,American IPA,,1,12
0.063,55,2089,Trail Head,American Pale Ale (APA),,1,12
0.07,80,2088,Hop Stalker Fresh Hop IPA,American IPA,,1,16
0.05,16,2087,Blood Orange Wit,Witbier,,1,16
0.08,69,2080,8 Barrel,American Strong Ale,,1,16
0.055,40,2079,Oktoberfest,Märzen / Oktoberfest,,1,16
0.08,,2078,Stone of Arbroath,Scotch Ale / Wee Heavy,,1,12
0.05,15,1809,The Tradition,American Blonde Ale,,1,12
0.053,11,1263,El Hefe Speaks,Hefeweizen,,1,12
0.055,,1092,Penn Quarter Porter,American Porter,,1,12
0.092,115,851,On the Wings of Armageddon,American Double / Imperial IPA,,1,12
0.065,80,186,The Corruption,American IPA,,1,12
0.07,,185,The Citizen,Belgian Pale Ale,,1,12
