abv,ibu,id,name,style,,brewery_id,ounces
0.06,46,2538,Neomexicanus Native,American Pale Ale (APA),,1,12
0.075,25,2355,Old Soul,Belgian Strong Pale Ale,,1,12
0.059,,1689,Snowcat Coffee Stout,American Stout,,1,12
,,1163,WinterWonderGrass Festival Ale,American Amber / Red Ale,,1,12
,,940,Boohai Red Ale,American Amber / Red Ale,,1,12
0.052,15,685,Lava Lake Wit,Witbier,,1,12
0.06,,613,Mountain Livin' Pale Ale,American Pale Ale (APA),,1,12
0.052,25,356,Crazy Mountain Amber Ale,American Amber / Red Ale,,1,12
0.085,,2537,Monkey Dancing On A Razor Blade,Belgian IPA,,1,24
0.082,,2536,Tripel Deke,Tripel,,1,24
0.083,,2535,Vinyl Frontier,American Double / Imperial IPA,,1,24
0.08,,2534,Disco Superfly,American IPA,,1,24
0.075,,2533,Misty Mountain Hop,American IPA,,1,24
0.075,,2532,One-Hit Wonderful,Belgian IPA,,1,24
0.065,,2531,En Parfaite Harmonie,Saison / Farmhouse Ale,,1,24
0.043,8,2530,Daft Funk,Berliner Weissbier,,1,24
0.075,,2529,Love In An Ellavator,American IPA,,1,24
0.053,,2528,Spin Doctor,American Pale Ale (APA),,1,24
0.053,27,2527,OktoberFiesta,,,1,12
0.065,33,2526,Texicali ,American Brown Ale,,1,12
0.06,,2525,Pinata Protest,Witbier,,1,12
0.042,20,2524,Bat Outta Helles,Munich Helles Lager,,1,12
0.068,,2523,Original,American Amber / Red Ale,,1,12
0.042,10,2522,Rye Wit,Witbier,,1,12
0.059,70,2521,Soul Doubt,American IPA,,1,12
0.044,5,2520,Yo Soy Un Berliner,Berliner Weissbier,,1,12
0.07,82,2519,Bimini Twist,American IPA,,1,12
0.05,,2518,Beach Blonde,American Blonde Ale,,1,12
0.059,,2517,Rod Bender Red,American Amber / Red Ale,,1,12
0.051,17,2516,Farmer's Daughter Blonde,American Blonde Ale,,1,16
0.055,45,2515,Pump House IPA,American IPA,,1,16
0.07,,2514,Suicide Blonde IPA,Belgian IPA,,1,16
0.047,25,2513,Vanilla Porter,American Porter,,1,16
0.058,18,2512,Honey Rye,Rye Beer,,1,16
0.071,75,2511,Long Leaf,American IPA,,1,16
0.047,19,2510,Honey Badger Blonde,American Blonde Ale,,1,16
0.06,23,2509,Porter (a/k/a Black Gold Porter),American Porter,,1,16
0.055,45,2508,Jalapeno Pale Ale,American Pale Ale (APA),,1,16
0.085,90,2507,Double Duckpin,American Double / Imperial IPA,,1,12
0.042,10,2506,Old Pro,Gose,,1,12
0.055,,829,Duckpin Pale Ale,American Pale Ale (APA),,1,12
0.06,,582,Balt Altbier,Altbier,,1,12
0.075,115,2503,Hop A-Peel,American Double / Imperial IPA,,1,16
0.055,12,2502,Vanilla Java Porter,American Porter,,1,16
0.052,,2495,Michelada,Fruit / Vegetable Beer,,1,16
0.045,8,534,Dirty Blonde Ale,American Blonde Ale,,1,12
0.05,62,528,Grand Circus IPA,American IPA,,1,12
0.05,12,527,Atwater's Lager,Munich Helles Lager,,1,12
0.057,,2501,Hopalicious,American Pale Ale (APA),,1,12
0.063,69,2497,Wobble,American IPA,,1,16
0.058,43,2246,Night Cat,American Dark Wheat Ale,,1,12
0.058,43,1630,Night Cat (2014),American Dark Wheat Ale,,1,12
0.051,17,1284,Dog Days Lager,Dortmunder / Export Lager,,1,12
0.051,36,1121,Sidekick Extra Pale Ale,American Pale Ale (APA),,1,12
0.077,23,1042,Atom Smasher,Märzen / Oktoberfest,,1,12
0.045,,1041,Testudo,Bière de Garde,,1,12
0.065,,1040,Hobnob B & B Pale Ale,American Pale Ale (APA),,1,12
0.07,68,861,Cane and Ebel,American Strong Ale,,1,12
0.065,,642,Outlaw IPA (2015),American IPA,,1,12
0.06,,2496,Cold Press,American Black Ale,,1,12
0.072,87,2410,Harness the Winter,American IPA,,1,12
0.056,32,1902,14° ESB ,Extra Special / Strong Bitter (ESB),,1,12
0.062,68,1901,Bent Hop Golden IPA,American IPA,,1,12
0.06,34,1261,Bent Paddle Black Ale,American Black Ale,,1,12
0.05,38,1253,Venture Pils,German Pilsener,,1,12
0.058,,2494,Oberon,American Pale Wheat Ale,,1,12
0.06,,2325,Smitten,Rye Beer,,1,16
0.05,,2022,Winter White,Witbier,,1,16
0.058,,1989,Oberon,American Pale Wheat Ale,,1,16
0.07,,1988,Two Hearted,American IPA,,1,16
0.058,,1955,Best Brown,American Brown Ale,,1,16
,,2490,Professor Black,American Stout,,1,12
,,2489,Little Boss,American Pale Wheat Ale,,1,12
,,2488,Van Dayum!,American Amber / Red Ale,,1,12
,,2487,Spirit Animal,American Pale Ale (APA),,1,12
0.047,35,2486,Baby Daddy Session IPA,American IPA,,1,12
0.048,16,2485,Saddle Bronc Brown Ale,American Brown Ale,,1,12
0.046,20,2484,Bomber Mountain Amber Ale,American Amber / Red Ale,,1,12
0.068,,2483,Hard Cider,Cider,,1,16
0.027,21,2482,Totally Radler,Radler,,1,16
0.039,20,2400,Nonstop Hef Hop,American Pale Wheat Ale,,1,16
0.039,20,2399,Nonstop Hef Hop,American Pale Wheat Ale,,1,16
0.039,20,2398,Nonstop Hef Hop,American Pale Wheat Ale,,1,16
0.039,20,2397,Nonstop Hef Hop,American Pale Wheat Ale,,1,16
0.039,20,2396,Nonstop Hef Hop,American Pale Wheat Ale,,1,16
0.039,20,2395,Nonstop Hef Hop,American Pale Wheat Ale,,1,16
0.039,20,2394,Nonstop Hef Hop,American Pale Wheat Ale,,1,16
0.039,20,2393,Nonstop Hef Hop,American Pale Wheat Ale,,1,16
0.039,20,2392,Nonstop Hef Hop,American Pale Wheat Ale,,1,16
0.039,20,2391,Nonstop Hef Hop,American Pale Wheat Ale,,1,16
0.039,20,2390,Nonstop Hef Hop,American Pale Wheat Ale,,1,16
0.039,20,2389,Nonstop Hef Hop,American Pale Wheat Ale,,1,16
0.058,60,2388,Rise Up Red,American Amber / Red Ale,,1,16
0.058,35,2200,Survival Stout,American Stout,,1,16
0.066,75,2199,Hopworks IPA,American IPA,,1,16
0.073,70,2193,Abominable Winter Ale,American Strong Ale,,1,16
0.06,60,1398,Pigwar White India Pale Ale,American White IPA,,1,16
0.058,60,1085,Rise-Up Red (2014),American Amber / Red Ale,,1,16
0.073,70,916,Abominable Winter Ale (2012),American Strong Ale,,1,16
0.051,32,658,HUB Lager,Czech Pilsener,,1,16
0.066,75,653,Hopworks IPA (2012),American IPA,,1,16
0.052,,2477,Lil' Brainless Raspberries,Fruit / Vegetable Beer,,1,12
0.052,,2008,Element 29,American Pale Ale (APA),,1,12
0.05,,2004,Hop Syndrome,American Pale Lager,,1,12
0.062,,2003,Escape to Colorado,American IPA,,1,12
0.045,40,2475,Slow Ride,American IPA,,1,12
0.065,70,2230,Ranger IPA,American IPA,,1,12
0.05,29,1987,Shift,American Pale Lager,,1,12
0.056,21,1978,1554 Black Lager,Euro Dark Lager,,1,12
0.048,,1975,Blue Paddle,Czech Pilsener,,1,12
0.055,,1737,California Route,American Amber / Red Lager,,1,12
0.052,,1707,Snapshot,American Pale Wheat Ale,,1,16
0.048,,1690,Sunshine Wheat Beer,American Pale Wheat Ale,,1,12
0.052,18,1586,Fat Tire Amber Ale,American Amber / Red Ale,,1,12
0.05,29,952,Shift (1),American Pale Lager,,1,12
0.052,18,748,Fat Tire Amber Ale (2011),American Amber / Red Ale,,1,12
0.05,29,578,Shift,American Pale Lager,,1,16
0.065,70,564,Ranger IPA,American IPA,,1,16
0.052,18,563,Fat Tire Amber Ale,American Amber / Red Ale,,1,16
0.065,70,115,Ranger IPA (Current),American IPA,,1,12
0.048,,72,Sunshine Wheat Beer (2009),American Pale Wheat Ale,,1,12
0.052,18,71,Fat Tire Amber Ale (2008),American Amber / Red Ale,,1,12
0.052,,2474,Nooner,German Pilsener,,1,12
0.072,65,2239,Torpedo,American IPA,,1,12
0.06,,1919,Yonder Bock,Maibock / Helles Bock,,1,12
0.06,,1918,CANfusion Rye Bock,Rye Beer,,1,12
0.056,37,1905,Sierra Nevada Pale Ale,American Pale Ale (APA),,1,16
0.048,26,1338,Old Chico Crystal Wheat,American Pale Wheat Ale,,1,12
0.05,28,1295,Summerfest,Czech Pilsener,,1,12
0.072,65,426,Torpedo,American IPA,,1,16
0.056,37,400,Sierra Nevada Pale Ale,American Pale Ale (APA),,1,12
,,2472,U. P. Witbier,Witbier,,1,12
,,779,November Gale Pale Ale,American Pale Ale (APA),,1,12
,,364,Olde Ore Dock Scottish Ale,Scottish Ale,,1,12
,,60,Widow Maker Black Ale,American Brown Ale,,1,12
,,59,Lift Bridge Brown Ale,American Brown Ale,,1,12
,,58,Pick Axe Blonde Ale,American Blonde Ale,,1,12
,,57,Red Jacket Amber Ale,American Amber / Red Ale,,1,12
0.053,,2468,Manitou Amber,American Amber / Red Ale,,1,16
0.058,,2461,Autumn Winds Fest Beer,Märzen / Oktoberfest,,1,16
0.085,69,2044,Captain's Daughter,American Double / Imperial IPA,,1,12
0.063,65,2460,India Pale Ale,American IPA,,1,16
0.048,11,2459,Blackberry Wheat,American Pale Wheat Ale,,1,16
0.054,30,2457,312 Urban Pale Ale,American Pale Ale (APA),,1,16
0.054,30,2202,312 Urban Pale Ale,American Pale Ale (APA),,1,12
0.042,18,2201,312 Urban Wheat Ale,American Pale Wheat Ale,,1,16
0.042,18,1829,312 Urban Wheat Ale,American Pale Wheat Ale,,1,12
0.042,20,581,312 Urban Wheat Ale (2012),American Pale Wheat Ale,,1,12
0.061,,2456,Broad Brook Ale,American Amber / Red Ale,,1,16
0.045,,2455,Lionshead,American Pilsner,,1,12
0.099,,2454,Galaxy High,American Double / Imperial IPA,,1,12
0.043,18,2209,Sol Drifter,American Blonde Ale,,1,12
0.085,,2133,Thunder Snow,Winter Warmer,,1,12
0.079,18,1994,The Great Pumpcan,Fruit / Vegetable Beer,,1,16
0.047,11,1816,LIFT,Kölsch,,1,12
0.05,40,1815,SPRYE,American Pale Ale (APA),,1,12
0.069,70,1126,Psychopathy,American IPA,,1,12
0.07,32,1125,Gnarly Brown,American Brown Ale,,1,12
0.06,30,1124,Happy Amber,American Amber / Red Ale,,1,12
0.055,,2453,Razz Wheat,Fruit / Vegetable Beer,,1,12
0.065,,2363,Hop Ryot,American IPA,,1,12
0.07,,689,Mystic Mama IPA,American IPA,,1,12
0.05,,688,Firefly Amber Ale,American Amber / Red Ale,,1,12
0.067,,687,Chomolungma Honey Nut Brown Ale,English Brown Ale,,1,12
0.057,42,2452,Hustle,American Amber / Red Ale,,1,12
0.055,42,2451,Pure Fury,American Pale Ale (APA),,1,12
0.06,60,2132,Dad,American Amber / Red Ale,,1,12
0.058,35,1993,Panther,American Porter,,1,12
0.052,21,1992,Franz,Märzen / Oktoberfest,,1,12
0.043,45,1935,Zen,American Pale Ale (APA),,1,12
0.072,75,1852,Truth,American IPA,,1,12
0.048,25,1851,Cougar,American Blonde Ale,,1,12
0.052,67,2450,Self Starter,American IPA,,1,16
0.054,20,2223,Ermal's,Cream Ale,,1,16
0.07,,2222,10 Ton,Oatmeal Stout,,1,16
0.07,,2221,Flyin' Rye,American IPA,,1,16
0.073,,2449,Flying Sailor,Rye Beer,,1,12
0.058,,2446,Peanut Butter Jelly Time,American Brown Ale,,1,12
0.054,,2106,King Coconut,American Porter,,1,12
0.082,,2445,Troegenator,Doppelbock,,1,16
0.075,93,2444,Nugget Nectar,American Amber / Red Ale,,1,16
0.045,45,2203,Sunshine Pils,American Pilsner,,1,12
0.082,25,1510,Troegenator Doublebock,Doppelbock,,1,16
0.075,85,1509,Perpetual IPA,American IPA,,1,12
0.05,,2442,Cortez Gold,Belgian Pale Ale,,1,32
0.068,66,2441,Mission IPA,American IPA,,1,32
0.048,44,1460,El Conquistador Extra Pale Ale,American Pale Ale (APA),,1,32
0.092,75,1459,Shipwrecked Double IPA,American Double / Imperial IPA,,1,32
0.089,126,2440,Bay of Bengal Double IPA (2014),American Double / Imperial IPA,,1,12
0.09,,2439,Christmas Ale,Herbed / Spiced Beer,,1,12
0.07,,2356,Pay It Forward Cocoa Porter,American Porter,,1,12
0.055,,1069,West Sixth Amber Ale,American Amber / Red Ale,,1,12
,,652,West Sixth IPA,American IPA,,1,12
0.046,11,2438,Rhode Island Blueberry,Kölsch,,1,12
0.065,75,2437,Newport Storm IPA,American IPA,,1,12
0.052,24,751,Hurricane Amber Ale (2004),American Amber / Red Ale,,1,12
0.052,24,120,Hurricane Amber Ale,American Amber / Red Ale,,1,12
0.051,,2436,Amber Ale,American Amber / Red Ale,,1,12
0.055,,1706,King Street Pilsner,Czech Pilsener,,1,12
0.06,70,1667,King Street IPA,American IPA,,1,12
0.057,10,1666,King Street Hefeweizen,Hefeweizen,,1,12
0.049,,1665,King Street Blonde Ale,American Blonde Ale,,1,12
0.05,10,2435,Watermelon Ale,Fruit / Vegetable Beer,,1,12
0.058,45,2423,Fenway American Pale Ale,American Pale Ale (APA),,1,12
0.068,85,2420,Back Bay IPA,American IPA,,1,12
0.048,16,2419,Bunker Hill Blueberry Ale ,Other,,1,12
0.057,40,2434,Peach Pale Ale,American Pale Ale (APA),,1,12
0.06,,2428,Four String Vanilla Porter,American Porter,,1,12
0.05,28,2427,Suncaster Summer Wheat,American Pale Wheat Ale,,1,12
0.057,36,2425,Brass Knuckle Pale Ale,American Pale Ale (APA),,1,12
0.07,70,2424,Big Star White IPA,American White IPA,,1,12
0.067,70,2426,Clean Shave IPA,American IPA,,1,12
0.066,72,2422,Firestarter India Pale Ale,American IPA,,1,12
0.075,22,1727,Kilt Dropper Scotch Ale,Scotch Ale / Wee Heavy,,1,16
0.048,30,1614,Wood Splitter Pilsner,Czech Pilsener,,1,16
0.056,26,1613,Gyptoberfest,Märzen / Oktoberfest,,1,12
0.07,94,1549,Farmer Wirtz India Pale Ale,English India Pale Ale (IPA),,1,16
0.047,,1548,Slow & Steady Golden Ale,American Blonde Ale,,1,12
0.068,,1517,Pink-I Raspberry IPA,American IPA,,1,16
0.047,,1500,Moe's Original Bar B Que 'Bama Brew Golden Ale,American Blonde Ale,,1,12
0.047,,1421,Live Local Golden Ale,American Blonde Ale,,1,12
0.048,38,1360,Screaming Eagle Special Ale ESB,Extra Special / Strong Bitter (ESB),,1,12
0.049,,1184,Dirtbag Dunkel,Munich Dunkel Lager,,1,16
0.053,45,1183,Kindler Pale Ale,American Pale Ale (APA),,1,12
0.064,,1023,Mistress Winter Wheat,Winter Warmer,,1,12
0.061,,998,Tent Pole Vanilla Porter,American Porter,,1,16
0.058,,997,Awry Rye Pale Ale,American Pale Ale (APA),,1,12
0.058,,996,Demshitz Brown Ale,American Brown Ale,,1,12
0.048,,931,Wood Splitter Pilsner (2012),Czech Pilsener,,1,12
0.048,,798,Brush Creek Blonde,American Blonde Ale,,1,16
0.066,72,633,Firestarter India Pale Ale,American IPA,,1,16
0.051,11,2421,Watermelon Ale,Fruit / Vegetable Beer,,1,12
0.065,82,2417,4000 Footer IPA,American IPA,,1,12
0.028,15,2306,Summer Brew,American Pilsner,,1,12
0.05,40,2414,Consilium,American Pale Ale (APA),,1,12
0.09,60,1581,Hammer & Sickle,Russian Imperial Stout,,1,12
0.07,100,1176,Redacted Rye IPA,American IPA,,1,16
0.099,100,1006,Elevation Triple India Pale Ale,American Double / Imperial IPA,,1,12
0.05,25,1005,5:00 O'Clock Afternoon Ale,American Blonde Ale,,1,16
0.07,100,636,Ryeteous Rye IPA (2012),American IPA,,1,16
0.052,21,2413,Cali Creamin',Cream Ale,,1,12
0.045,16,2412,Deception,American Blonde Ale,,1,12
0.075,35,1898,Blackmarket Rye IPA,American IPA,,1,12
0.05,8,1897,Black Market Hefeweizen,Hefeweizen,,1,12
0.058,44,1896,Aftermath Pale Ale,American Pale Ale (APA),,1,12
0.052,,2411,Nitro Can Coffee Stout,American Stout,,1,12
0.069,,2408,Welcome to Scoville,American IPA,,1,12
0.07,88,2407,Rule G IPA,American IPA,,1,12
0.058,35,2406,Murphy's Law,American Amber / Red Ale,,1,12
0.062,33,2405,Alter Ego ,Saison / Farmhouse Ale,,1,12
0.049,22,2404,Hop in the ‘Pool Helles,American Pilsner,,1,12
0.067,60,2323,Ultra Gnar Gnar IPA,American IPA,,1,12
0.068,62,2189,In-Tents India Pale Lager,American Pale Lager,,1,12
0.05,20,2188,Lost Meridian Wit,Witbier,,1,12
0.051,45,2187,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,,1,12
0.04,20,2403,P-Town Pilsner,American Pilsner,,1,12
0.053,36,2402,Klickitat Pale Ale,American Pale Ale (APA),,1,12
0.082,103,2401,Yellow Wolf Imperial IPA,American Double / Imperial IPA,,1,12
0.065,45,2387,Pine Belt Pale Ale,American Pale Ale (APA),,1,12
0.055,,2267,Walloon,Saison / Farmhouse Ale,,1,12
0.069,23,1740,Le Mort Vivant,Bière de Garde,,1,12
0.085,110,1728,Red Cockaded Ale,American Double / Imperial IPA,,1,12
0.092,100,1497,Valkyrie Double IPA,American Double / Imperial IPA,,1,12
0.085,110,1011,Red Cockaded Ale (2013),American Double / Imperial IPA,,1,12
0.072,40,1010,Old Potentate,Old Ale,,1,12
0.05,20,856,Bombshell Blonde,American Blonde Ale,,1,16
0.099,100,853,PRO-AM (2012) (2012),American Double / Imperial IPA,,1,12
0.055,,691,Walloon (2014),Saison / Farmhouse Ale,,1,12
0.069,23,555,Le Mort Vivant (2011),Bière de Garde,,1,12
0.083,50,46,Buried Hatchet Stout,Foreign / Export Stout,,1,12
0.065,45,45,Pine Belt Pale Ale,American Pale Ale (APA),,1,16
0.05,20,44,Bombshell Blonde,American Blonde Ale,,1,12
0.065,65,2386,Third Eye Enlightened Pale Ale,American Pale Ale (APA),,1,12
0.049,17,92,Colorado Kölsch,Kölsch,,1,12
0.057,25,91,Steam Engine Lager,American Amber / Red Lager,,1,12
0.065,65,90,Third Eye Pale Ale,American IPA,,1,12
0.056,,2385,Watermelon Wheat,American Pale Wheat Ale,,1,12
0.051,17,2384,Laka Laka Pineapple,Hefeweizen,,1,12
0.06,,2383,Oktoberfest,Märzen / Oktoberfest,,1,16
0.057,58,2380,IPA #11,American IPA,,1,16
0.057,10,2379,Blood Orange Honey,Fruit / Vegetable Beer,,1,16
0.052,,2354,Lighthouse Amber,Altbier,,1,16
0.05,40,2377,Main St. Virginia Ale,Altbier,,1,12
0.045,24,1839,Chin Music Amber Lager,American Amber / Red Lager,,1,12
0.05,40,1248,Main St. Virginia Ale,Altbier,,1,12
0.052,42,1247,Ray Ray’s Pale Ale,American Pale Ale (APA),,1,12
0.049,,2376,Summer Ale,American Blonde Ale,,1,12
0.045,6,2375,Mr. Blue Sky,American Pale Wheat Ale,,1,16
0.065,,2143,3 Scrooges,Winter Warmer,,1,16
0.05,25,2142,Screamin’ Pumpkin,Pumpkin Ale,,1,16
0.05,35,2141,Grand Trunk Bohemian Pils,Czech Pilsener,,1,16
0.065,25,2140,El Rojo,American Amber / Red Ale,,1,16
0.075,,2139,Norm's Raggedy Ass IPA,American IPA,,1,16
0.05,35,2138,Grind Line,American Pale Ale (APA),,1,16
0.04,55,2007,Norm's Gateway IPA,American IPA,,1,12
0.09,,1570,Lemon Shandy Tripel,Tripel,,1,16
0.052,16,2374,Weisse Versa (2012),Hefeweizen,,1,12
0.058,25,1560,Mother in Lager,Munich Dunkel Lager,,1,12
0.055,40,1557,Weekend Warrior Pale Ale,American Pale Ale (APA),,1,12
0.055,25,1458,Karbachtoberfest,Märzen / Oktoberfest,,1,12
0.047,20,1235,Love Street Summer Seasonal (2014),Kölsch,,1,12
0.066,20,1068,Barn Burner Saison,Saison / Farmhouse Ale,,1,12
0.095,85,666,Rodeo Clown Double IPA,American Double / Imperial IPA,,1,12
0.049,45,465,Sympathy for the Lager,American Amber / Red Lager,,1,12
0.052,15,464,Weisse Versa,Hefeweizen,,1,12
0.066,70,463,Hopadillo India Pale Ale,American IPA,,1,12
0.06,75,2372,The Green Room,American IPA,,1,16
0.047,25,2367,Humbucker Helles,Maibock / Helles Bock,,1,16
0.06,,2371,Neato Bandito,Euro Pale Lager,,1,12
0.075,33,2251,Oak Cliff Coffee Ale,American Brown Ale,,1,12
0.085,100,2166,Dream Crusher Double IPA,American Double / Imperial IPA,,1,12
0.06,,1827,Deep Ellum Pale Ale,American Pale Ale (APA),,1,12
0.07,,1203,Double Brown Stout,Baltic Porter,,1,12
0.048,25,1202,Farmhouse Wit,Saison / Farmhouse Ale,,1,16
0.046,,1161,Rye Pils Session Lager,German Pilsener,,1,12
0.052,23,946,Dallas Blonde,American Blonde Ale,,1,12
0.07,70,943,Deep Ellum IPA,American IPA,,1,12
0.044,5,2370,18th Anniversary Gose,Gose,,1,12
0.046,25,2211,White (2015),Witbier,,1,12
0.099,85,1861,BLAKKR,American Black Ale,,1,12
0.051,21,1718,Firemans #4 Blonde Ale (2013),American Blonde Ale,,1,12
0.059,,1290,The Sword Iron Swan Ale,English Pale Ale,,1,12
0.053,52,1091,Hans' Pils (2015),German Pilsener,,1,12
0.06,50,1086,Four Squared (2015),American Blonde Ale,,1,12
0.051,21,830,Firemans #4 Blonde Ale (2015),American Blonde Ale,,1,12
0.05,,2369,Straub Beer (Current),American Adjunct Lager,,1,12
0.041,8,2233,American Lager,American Adjunct Lager,,1,12
0.041,8,2232,American Amber,American Amber / Red Lager,,1,12
0.032,13,2231,American Light,Light Lager,,1,12
0.068,,2368,Black Hop IPA,American Black Ale,,1,12
0.047,9,2366,Point Special (Current),American Adjunct Lager,,1,12
0.047,9,2365,Point Special,American Adjunct Lager,,1,12
0.054,33,2270,Point Cascade Pale Ale (2013),American Pale Ale (APA),,1,12
0.047,9,2228,Point Special,American Adjunct Lager,,1,12
0.052,9,2151,Onyx Black Ale,American Black Ale,,1,12
0.063,64,2150,Beyond The Pale IPA,American IPA,,1,12
0.047,9,2122,Point Special (2013),American Adjunct Lager,,1,12
0.047,9,2121,Point Special (2012),American Adjunct Lager,,1,12
0.047,9,2115,Point Special Lager,American Adjunct Lager,,1,16
0.062,,1450,St. Benedict's Winter Ale,Winter Warmer,,1,12
0.057,15,1357,Point Oktoberfest,Märzen / Oktoberfest,,1,16
0.052,7,1225,Point Nude Beach Summer Wheat,American Pale Wheat Ale,,1,16
0.05,7,816,Point Nude Beach Summer Wheat,American Pale Wheat Ale,,1,12
0.05,7,772,Point Nude Beach Summer Wheat (2011),American Pale Wheat Ale,,1,12
0.035,,684,Drop Dead Blonde,American Blonde Ale,,1,12
0.049,13,650,Three Kings Ale,Kölsch,,1,12
0.057,15,456,Point Oktoberfest,Märzen / Oktoberfest,,1,12
0.054,32,357,2012 Black Ale,American Brown Ale,,1,12
0.05,7,141,Point Nude Beach Summer Wheat (2010),American Pale Wheat Ale,,1,12
0.054,33,140,Point Cascade Pale Ale,American Pale Ale (APA),,1,12
0.047,14,139,Point Amber Classic,American Amber / Red Lager,,1,12
0.047,9,138,Point Special Lager,American Adjunct Lager,,1,12
,,2364,Royal Lager,American Pale Lager,,1,16
0.08,,2348,Rip Van Winkle (Current),Bock,,1,12
,,2344,O’Malley’s Stout,English Stout,,1,12
0.075,89,2343,O’Malley’s IPA,American IPA,,1,12
,,2342,O’Malley’s Irish Style Cream Ale,Cream Ale,,1,12
0.049,28,2341,L'il Lucy's Hot Pepper Ale,Chile Beer,,1,12
0.052,,2340,Drop Kick Ale,American Amber / Red Ale,,1,12
0.075,72,2362,2014 IPA Cicada Series,American IPA,,1,16
0.077,65,2346,Sinister Minister Black IPA,American IPA,,1,16
0.053,45,2320,Jack the Sipper,Extra Special / Strong Bitter (ESB),,1,12
0.058,60,2297,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),,1,12
0.05,20,2296,Suzy B Dirty Blonde Ale,American Blonde Ale,,1,12
0.08,80,1745,Mississippi Fire Ant,American Amber / Red Ale,,1,16
0.058,40,1120,Hipster Breakfast,Oatmeal Stout,,1,16
0.05,20,1118,Suzy B Dirty Blonde Ale,American Blonde Ale,,1,16
0.058,60,1117,Devil's Harvest Extra Pale Ale,American Pale Ale (APA),,1,16
0.099,,2361,Axe Head Malt Liquor,American Malt Liquor,,1,24
0.054,,2359,Huber Bock (2014),Bock,,1,16
0.04,,2358,Minhas Light (2012),Light Lager,,1,12
0.05,,2282,Huber,American Pale Lager,,1,12
0.062,,2281,Clear Creek Ice,American Pale Lager,,1,16
0.062,,2280,Clear Creek Ice,American Pale Lager,,1,12
0.055,,2279,Mountain Crest,American Pale Lager,,1,16
0.055,,2278,Mountain Crest,American Pale Lager,,1,12
0.055,,2277,Mountain Creek (2013),American Pale Lager,,1,12
0.05,,2276,Boxer,American Adjunct Lager,,1,24
0.042,,2275,Boxer Light,Light Lager,,1,12
0.055,,2274,Boxer Ice,American Adjunct Lager,,1,12
0.05,,2273,Boxer,American Adjunct Lager,,1,12
0.059,14,2360,Morning Wood Wheat (Current),American Pale Wheat Ale,,1,12
0.069,17,1463,Hideout Helles,Munich Helles Lager,,1,12
0.06,15,1462,Dead Eye Dunkel,Munich Dunkel Lager,,1,12
0.058,21,1461,Peacemaker Pilsner,Czech Pilsener,,1,12
0.057,68,711,Over the Rail Pale Ale,American Pale Ale (APA),,1,12
0.058,21,188,Pallavicini Pilsner (2009),Czech Pilsener,,1,12
0.059,14,130,Morning Wood Wheat (Current),American Pale Wheat Ale,,1,12
0.065,,2357,Porter Culture,American Porter,,1,12
0.069,,2353,Sietsema Red Label,Cider,,1,16
0.053,49,2352,Extra Pale Ale,American Pale Ale (APA),,1,12
0.05,,2351,Behemoth,American Pilsner,,1,12
0.052,,1650,Arkansas Red,American Amber / Red Ale,,1,12
0.057,,1337,Core Oatmeal Stout,Oatmeal Stout,,1,12
0.061,,1336,Core ESB,Extra Special / Strong Bitter (ESB),,1,12
0.048,32,2350,Oklahoma Suks,American Amber / Red Ale,,1,12
0.055,42,2301,Power & Light,American Pale Ale (APA),,1,12
0.059,27,1904,White Rabbit ,Witbier,,1,12
0.055,25,2349,Cubano Espresso,Bock,,1,12
0.062,65,2014,Operation Homefront,American IPA,,1,12
0.082,65,2013,Wandering Pelican,American Black Ale,,1,12
0.055,,2012,Sugar Plum,American Brown Ale,,1,12
0.055,,2011,Oktoberfest,Märzen / Oktoberfest,,1,12
0.06,,2010,Puppy's Breath Porter,American Porter,,1,12
0.045,,2009,Happening Now,American IPA,,1,12
0.07,60,1726,Hopped on the High Seas (Hop #529),American IPA,,1,12
0.07,60,1725,Hopped on the High Seas (Calypso),American IPA,,1,12
0.063,,1695,Wiregrass Post-Prohibition Ale,American Pale Ale (APA),,1,12
0.07,60,1694,Dry-Hopped On The High Seas Caribbean-Style IPA,American IPA,,1,12
0.07,60,1693,Hopped on the High Seas (Citra),American IPA,,1,12
0.07,60,1692,Hopped on the High Seas (Ahtanum),American IPA,,1,12
0.055,,1369,Gwar Beer,American Pale Ale (APA),,1,12
0.052,,1243,Tropical Heatwave,American Pale Wheat Ale,,1,16
0.075,70,1142,Humidor Series India Pale Ale,American IPA,,1,12
0.075,70,1141,Jai Alai IPA Aged on White Oak,American IPA,,1,12
0.08,65,1140,José Martí American Porter,American Porter,,1,12
0.05,,1139,Invasion Pale Ale,American Pale Ale (APA),,1,12
0.055,25,1138,Maduro Brown Ale,English Brown Ale,,1,12
0.055,25,571,Maduro Brown Ale,American Brown Ale,,1,12
0.05,,570,Hotter Than Helles Lager,Munich Helles Lager,,1,12
0.072,75,569,Tocobaga Red Ale,American Amber / Red Ale,,1,12
0.075,70,546,Jai Alai IPA,American IPA,,1,12
0.05,18,545,Florida Cracker Belgian Wit,Witbier,,1,12
0.048,18,2347,Hunny Do Wheat,American Pale Wheat Ale,,1,12
0.052,,1781,Three Way Pale Ale,American Pale Ale (APA),,1,12
0.041,,1780,Rise to the Top,Cream Ale,,1,12
